,venue_code,opp_code,hour,day_code,gf_rolling,ga_rolling,sh_rolling,sot_rolling,dist_rolling,pk_rolling,pkatt_rolling,Win
470,0,22,16,6,1.0,1.6666666666666667,10.666666666666666,2.333333333333333,18.9,0.3333333333333333,0.3333333333333333,0
471,0,5,19,1,1.0,2.0,11.333333333333334,3.0,18.833333333333336,0.3333333333333333,0.3333333333333333,1
472,1,10,12,5,1.6666666666666667,1.3333333333333333,17.0,4.666666666666667,18.96666666666667,0.3333333333333333,0.3333333333333333,1
473,0,0,16,6,1.3333333333333333,0.6666666666666666,15.333333333333334,5.666666666666667,18.8,0.0,0.0,0
474,1,3,14,6,1.0,0.6666666666666666,11.666666666666666,4.333333333333333,17.3,0.0,0.0,1
475,0,14,17,5,1.0,1.0,8.333333333333334,3.6666666666666665,17.8,0.0,0.0,0
476,1,7,14,6,1.0,1.3333333333333333,9.666666666666666,3.333333333333333,17.0,0.0,0.0,1
477,0,15,14,6,1.6666666666666667,1.0,11.666666666666666,3.333333333333333,19.0,0.0,0.0,0
478,0,8,19,2,1.3333333333333333,1.3333333333333333,10.333333333333334,2.6666666666666665,18.066666666666663,0.0,0.0,0
479,1,1,15,5,1.3333333333333333,1.3333333333333333,10.333333333333334,2.6666666666666665,18.0,0.0,0.0,0
480,0,19,14,6,0.6666666666666666,1.0,8.0,2.333333333333333,19.03333333333333,0.0,0.0,0
481,1,8,14,6,0.6666666666666666,1.3333333333333333,7.333333333333333,2.333333333333333,20.366666666666667,0.0,0.0,0
482,1,16,19,2,0.6666666666666666,1.6666666666666667,9.0,4.0,21.466666666666665,0.0,0.0,1
483,0,20,14,6,1.6666666666666667,1.6666666666666667,14.0,6.0,19.566666666666663,0.0,0.0,1
484,0,6,20,3,3.0,1.0,16.333333333333332,7.666666666666667,18.23333333333333,0.0,0.0,0
485,1,18,16,6,3.0,0.6666666666666666,11.666666666666666,5.333333333333333,20.0,0.0,0.0,1
486,1,3,14,6,3.333333333333333,1.0,9.0,4.666666666666667,18.1,0.0,0.0,0
487,0,0,15,5,2.333333333333333,1.3333333333333333,9.333333333333334,4.0,20.333333333333336,0.0,0.0,0
488,1,18,15,5,2.6666666666666665,2.333333333333333,10.666666666666666,4.333333333333333,16.833333333333336,0.0,0.0,0
489,0,6,15,5,1.6666666666666667,2.6666666666666665,8.666666666666666,2.6666666666666665,18.5,0.0,0.0,0
490,1,14,20,3,1.3333333333333333,2.6666666666666665,9.666666666666666,2.6666666666666665,16.766666666666666,0.0,0.0,0
491,0,4,14,6,0.6666666666666666,1.6666666666666667,11.0,2.6666666666666665,19.73333333333333,0.0,0.0,0
492,0,19,17,5,1.0,2.6666666666666665,11.0,3.6666666666666665,18.73333333333333,0.0,0.0,0
493,1,17,20,0,1.3333333333333333,4.0,11.333333333333334,4.0,20.33333333333333,0.3333333333333333,0.3333333333333333,1
494,0,2,15,5,2.6666666666666665,3.6666666666666665,13.666666666666666,5.666666666666667,18.4,0.3333333333333333,0.3333333333333333,0
495,1,7,12,5,2.333333333333333,2.6666666666666665,14.666666666666666,6.0,17.866666666666667,0.3333333333333333,0.3333333333333333,0
496,1,10,20,3,1.6666666666666667,0.6666666666666666,13.333333333333334,5.666666666666667,16.766666666666666,0.0,0.0,1
497,0,22,14,6,1.0,0.6666666666666666,9.333333333333334,3.6666666666666665,16.766666666666666,0.0,0.0,1
498,1,13,12,5,2.0,0.0,8.0,3.333333333333333,17.266666666666666,0.0,0.0,0
499,0,8,17,5,2.0,0.3333333333333333,6.666666666666667,3.333333333333333,16.266666666666666,0.0,0.0,1
500,0,21,15,5,2.0,0.3333333333333333,12.333333333333334,5.666666666666667,16.2,0.0,0.0,1
501,0,10,16,6,2.0,0.3333333333333333,23.0,6.666666666666667,16.533333333333335,0.3333333333333333,0.3333333333333333,1
502,1,7,15,5,2.0,0.3333333333333333,26.666666666666668,7.333333333333333,16.133333333333333,0.3333333333333333,0.3333333333333333,1
503,0,3,17,5,2.333333333333333,0.3333333333333333,26.0,8.0,16.23333333333333,0.3333333333333333,0.3333333333333333,0
504,1,13,16,6,3.0,1.0,23.666666666666668,7.666666666666667,16.5,0.0,0.0,0
505,0,20,12,5,2.6666666666666665,1.6666666666666667,15.666666666666666,6.0,16.133333333333333,0.0,0.0,1
506,0,14,16,6,3.333333333333333,1.6666666666666667,13.666666666666666,5.333333333333333,16.0,0.0,0.0,1
507,1,4,15,5,4.0,0.6666666666666666,14.666666666666666,6.333333333333333,15.866666666666667,0.0,0.0,0
508,0,21,16,6,4.0,0.6666666666666666,17.333333333333332,6.333333333333333,17.8,0.0,0.0,0
509,1,0,17,5,3.0,1.6666666666666667,16.333333333333332,5.333333333333333,18.03333333333333,0.0,0.0,1
510,1,18,15,5,2.6666666666666665,1.6666666666666667,16.333333333333332,5.666666666666667,16.966666666666665,0.0,0.0,1
511,0,8,20,2,3.333333333333333,1.0,18.33333333333333,6.666666666666667,15.2,0.0,0.0,1
512,0,22,15,5,4.0,0.3333333333333333,18.33333333333333,7.333333333333333,15.133333333333336,0.0,0.0,1
513,1,1,15,5,3.0,0.3333333333333333,17.666666666666668,5.666666666666667,15.2,0.0,0.0,1
514,1,15,20,3,2.0,0.3333333333333333,17.333333333333332,5.0,15.4,0.3333333333333333,0.3333333333333333,1
515,0,19,16,6,1.6666666666666667,0.3333333333333333,19.666666666666668,5.333333333333333,15.366666666666667,0.3333333333333333,0.3333333333333333,0
516,0,11,20,1,2.0,1.0,20.0,6.0,16.400000000000002,0.3333333333333333,0.3333333333333333,0
